2,21,1.0,
2,3893,1.0,
3,1261,1.0,
4,3527,1.0,
5,2916,1.0,
5,501,1.0,
5,2058,1.0,
5,733,1.0,
5,3513,1.0,
5,2717,1.0,
5,1127,1.0,
5,1279,1.0,
5,3744,1.0,
5,3020,1.0,
5,2159,1.0,
5,3249,1.0,
5,3100,1.0,
5,1721,1.0,
5,3113,1.0,
5,1594,1.0,
5,24,1.0,
5,2188,1.0,
5,356,1.0,
6,2858,1.0,
11,1682,1.0,
11,586,1.0,
11,2136,1.0,
11,2712,1.0,
11,2806,1.0,
11,3396,1.0,
11,3101,1.0,
11,2598,1.0,
11,2306,1.0,
11,3552,1.0,
11,788,1.0,
11,357,1.0,
11,1461,1.0,
11,435,1.0,
11,2355,1.0,
11,2507,1.0,
11,3249,1.0,
11,1573,1.0,
11,3182,1.0,
11,85,1.0,
11,986,1.0,
11,708,1.0,
12,2616,1.0,
13,3070,1.0,
14,2572,1.0,
14,2694,1.0,
14,1982,1.0,
14,608,1.0,
15,2702,1.0,
15,357,1.0,
15,2770,1.0,
15,2617,1.0,
16,2568,1.0,
16,2720,1.0,
16,2828,1.0,
16,2856,1.0,
18,1186,1.0,
18,3439,1.0,
18,1690,1.0,
18,3877,1.0,
18,3440,1.0,
18,736,1.0,
18,737,1.0,
18,168,1.0,
18,3889,1.0,
18,2723,1.0,
18,2807,1.0,
18,1367,1.0,
18,839,1.0,
18,1005,1.0,
18,405,1.0,
18,3623,1.0,
18,1882,1.0,
18,2253,1.0,
18,291,1.0,
18,47,1.0,
18,1049,1.0,
18,2421,1.0,
18,2422,1.0,
18,1552,1.0,
18,1126,1.0,
18,1635,1.0,
18,1562,1.0,
18,1499,1.0,
18,532,1.0,
18,2953,1.0,
18,2450,1.0,
18,1801,1.0,
18,2391,1.0,
18,95,1.0,
18,1591,1.0,
18,1739,1.0,
18,3911,1.0,
18,3418,1.0,
18,2617,1.0,
18,208,1.0,
18,2042,1.0,
19,2649,1.0,
19,2720,1.0,
19,2653,1.0,
19,405,1.0,
19,2699,1.0,
19,879,1.0,
19,2428,1.0,
19,76,1.0,
19,1650,1.0,
19,1655,1.0,
19,2600,1.0,
21,596,1.0,
21,3053,1.0,
21,1645,1.0,
21,2018,1.0,
21,2394,1.0,
21,3774,1.0,
22,3355,1.0,
22,1909,1.0,
22,1917,1.0,
22,1438,1.0,
22,1876,1.0,
22,3113,1.0,
22,1377,1.0,
22,1882,1.0,
22,786,1.0,
22,353,1.0,
22,2699,1.0,
22,1608,1.0,
22,2338,1.0,
22,798,1.0,
22,1037,1.0,
22,2273,1.0,
22,1544,1.0,
22,377,1.0,
22,1485,1.0,
22,3300,1.0,
22,3826,1.0,
22,3257,1.0,
22,2393,1.0,
22,2616,1.0,
23,3877,1.0,
23,2642,1.0,
23,2643,1.0,
23,3521,1.0,
23,2091,1.0,
23,1876,1.0,
23,3702,1.0,
23,357,1.0,
23,2005,1.0,
23,1060,1.0,
23,3266,1.0,
24,3354,1.0,
24,3707,1.0,
24,372,1.0,
24,208,1.0,
25,1882,1.0,
25,3676,1.0,
26,2053,1.0,
26,2059,1.0,
26,2700,1.0,
26,231,1.0,
26,818,1.0,
26,3608,1.0,
26,2746,1.0,
26,333,1.0,
26,337,1.0,
26,1517,1.0,
26,2174,1.0,
26,1376,1.0,
26,2683,1.0,
26,344,1.0,
26,784,1.0,
26,788,1.0,
26,1028,1.0,
26,429,1.0,
26,1391,1.0,
26,370,1.0,
26,518,1.0,
26,445,1.0,
26,1485,1.0,
26,2791,1.0,
26,1126,1.0,
26,2798,1.0,
26,2291,1.0,
26,2004,1.0,
26,3254,1.0,
26,2459,1.0,
26,3268,1.0,
27,2,1.0,
27,3593,1.0,
27,2005,1.0,
29,3793,1.0,
31,1188,1.0,
31,1976,1.0,
31,2780,1.0,
32,3286,1.0,
32,3821,1.0,
33,223,1.0,
33,1699,1.0,
33,3397,1.0,
33,3398,1.0,
33,17,1.0,
33,3095,1.0,
33,2384,1.0,
33,3693,1.0,
33,1095,1.0,
34,1188,1.0,
34,236,1.0,
34,1381,1.0,
34,2382,1.0,
34,2383,1.0,
34,2108,1.0,
35,728,1.0,
35,2633,1.0,
35,1760,1.0,
35,1408,1.0,
35,3512,1.0,
35,788,1.0,
35,1030,1.0,
35,3725,1.0,
35,3812,1.0,
35,1220,1.0,
35,1801,1.0,
2,1213,2.0,
2,434,2.0,
2,3107,2.0,
2,902,2.0,
2,3256,2.0,
2,3699,2.0,
2,2427,2.0,
2,95,2.0,
2,1090,2.0,
2,1968,2.0,
2,1245,2.0,
3,1641,2.0,
3,3619,2.0,
3,1265,2.0,
3,2617,2.0,
4,1196,2.0,
5,288,2.0,
5,2268,2.0,
5,860,2.0,
5,3578,2.0,
5,3793,2.0,
5,3079,2.0,
5,150,2.0,
5,3728,2.0,
5,6,2.0,
5,800,2.0,
5,52,2.0,
5,1191,2.0,
5,1268,2.0,
5,3514,2.0,
5,2070,2.0,
5,2437,2.0,
5,2725,2.0,
5,3386,2.0,
5,3176,2.0,
5,2806,2.0,
5,2734,2.0,
5,2952,2.0,
5,3105,2.0,
5,1722,2.0,
5,1653,2.0,
5,2028,2.0,
5,2607,2.0,
5,3266,2.0,
5,412,2.0,
5,3051,2.0,
5,1093,2.0,
5,202,2.0,
5,1747,2.0,
5,1966,2.0,
5,353,2.0,
5,357,2.0,
6,296,2.0,
8,2490,2.0,
8,2429,2.0,
8,393,2.0,
8,3173,2.0,
8,2600,2.0,
8,2320,2.0,
8,1810,2.0,
9,861,2.0,
9,1552,2.0,
9,3301,2.0,
9,3452,2.0,
9,3826,2.0,
9,3755,2.0,
9,2599,2.0,
9,3484,2.0,
10,3439,2.0,
10,223,2.0,
10,3525,2.0,
10,180,2.0,
10,1884,2.0,
10,3703,2.0,
10,3704,2.0,
10,3066,2.0,
10,932,2.0,
10,3153,2.0,
10,1639,2.0,
10,1201,2.0,
11,2706,2.0,
11,2639,2.0,
11,1887,2.0,
11,272,2.0,
11,784,2.0,
11,2907,2.0,
11,3499,2.0,
11,1042,2.0,
11,440,2.0,
11,2359,2.0,
11,454,2.0,
11,2431,2.0,
11,3174,2.0,
11,1665,2.0,
11,2396,2.0,
12,934,2.0,
13,1009,2.0,
13,3494,2.0,
13,2414,2.0,
13,368,2.0,
13,60,2.0,
13,457,2.0,
13,2005,2.0,
14,2826,2.0,
14,1968,2.0,
14,2959,2.0,
15,3354,2.0,
15,2997,2.0,
15,653,2.0,
15,3004,2.0,
15,1840,2.0,
15,231,2.0,
15,160,2.0,
15,3386,2.0,
15,1783,2.0,
15,3535,2.0,
15,2161,2.0,
15,1291,2.0,
15,1885,2.0,
15,2321,2.0,
15,780,2.0,
15,3566,2.0,
15,2278,2.0,
15,2427,2.0,
15,3301,2.0,
15,3160,2.0,
15,2506,2.0,
15,1639,2.0,
15,70,2.0,
15,3247,2.0,
15,1580,2.0,
15,1729,2.0,
15,2387,2.0,
15,3261,2.0,
15,2539,2.0,
15,3773,2.0,
16,2555,2.0,
16,2629,2.0,
16,2701,2.0,
16,2713,2.0,
16,3016,2.0,
16,2722,2.0,
16,2723,2.0,
16,266,2.0,
16,2392,2.0,
17,1779,2.0,
17,2667,2.0,
17,2668,2.0,
17,3484,2.0,
17,3638,2.0,
17,503,2.0,
17,1573,2.0,
17,2526,2.0,
17,2454,2.0,
18,3438,2.0,
18,2,2.0,
18,2718,2.0,
18,3527,2.0,
18,1377,2.0,
18,2402,2.0,
18,2404,2.0,
18,1606,2.0,
18,434,2.0,
18,377,2.0,
18,1064,2.0,
18,2014,2.0,
18,546,2.0,
18,3257,2.0,
18,2384,2.0,
18,2025,2.0,
18,2893,2.0,
18,552,2.0,
18,485,2.0,
19,1327,2.0,
19,2490,2.0,
19,2713,2.0,
19,2646,2.0,
19,2647,2.0,
19,741,2.0,
19,2160,2.0,
19,1431,2.0,
19,2094,2.0,
19,3471,2.0,
19,1371,2.0,
19,1373,2.0,
19,842,2.0,
19,3623,2.0,
19,2761,2.0,
19,2336,2.0,
19,2338,2.0,
19,1610,2.0,
19,368,2.0,
19,2782,2.0,
19,2367,2.0,
19,2004,2.0,
19,1717,2.0,
19,3176,2.0,
19,1214,2.0,
19,2888,2.0,
19,3325,2.0,
19,3409,2.0,
19,2103,2.0,
19,3928,2.0,
20,3717,2.0,
22,648,2.0,
22,2628,2.0,
22,216,2.0,
22,145,2.0,
22,2054,2.0,
22,587,2.0,
22,3438,2.0,
22,2134,2.0,
22,736,2.0,
22,592,2.0,
22,2572,2.0,
22,230,2.0,
22,1347,2.0,
22,1278,2.0,
22,312,2.0,
22,3388,2.0,
22,248,2.0,
22,2081,2.0,
22,3896,2.0,
22,1429,2.0,
22,3535,2.0,
22,1792,2.0,
22,256,2.0,
22,185,2.0,
22,3037,2.0,
22,833,2.0,
22,2671,2.0,
22,1441,2.0,
22,3624,2.0,
22,1953,2.0,
22,1883,2.0,
22,344,2.0,
22,1527,2.0,
22,1385,2.0,
22,1020,2.0,
22,2763,2.0,
22,39,2.0,
22,288,2.0,
22,799,2.0,
22,1479,2.0,
22,442,2.0,
22,1552,2.0,
22,2428,2.0,
22,1991,2.0,
22,454,2.0,
22,1566,2.0,
22,3247,2.0,
22,3176,2.0,
22,546,2.0,
22,473,2.0,
22,3255,2.0,
22,1580,2.0,
22,112,2.0,
22,3835,2.0,
22,480,2.0,
22,2396,2.0,
22,2100,2.0,
22,1091,2.0,
22,2470,2.0,
22,208,2.0,
22,2985,2.0,
23,1248,2.0,
23,3420,2.0,
23,1320,2.0,
23,659,2.0,
23,2,2.0,
23,1407,2.0,
23,661,2.0,
23,1269,2.0,
23,161,2.0,
23,162,2.0,
23,2140,2.0,
23,1343,2.0,
23,3525,2.0,
23,319,2.0,
23,3101,2.0,
23,327,2.0,
23,1009,2.0,
23,11,2.0,
23,2176,2.0,
23,1019,2.0,
23,3489,2.0,
23,348,2.0,
23,2253,2.0,
23,2259,2.0,
23,924,2.0,
23,3703,2.0,
23,3634,2.0,
23,1967,2.0,
23,2699,2.0,
23,2193,2.0,
23,435,2.0,
